Alien Cryptographies: The View from Queer - jstor,https://www.jstor.org/stable/4240748
Types of Lightweight Cryptographies in Current Developments for ...,https://ieeexplore.ieee.org/iel7/6287639/9668973/09736940.pdf
Differential Electromagnetic AttacN on Cryptographies Modules of a ...,https://ieeexplore.ieee.org/iel7/8232885/8246130/08246372.pdf
Analysis of Stream Cryptographic Transfer Algorithms for Light (Less ...,https://link.springer.com/content/pdf/10.1007%252F978-3-030-79770-6_10.pdf
TWO NEW CHAOTIC CRYPTOGRAPHIES BASED ON DIFFERENT ...,https://www.worldscientific.com/doi/pdf/10.1142/S0217979207038071
[PDF] INTRODUCTION TO BRAID GROUP CRYPTOGRAPHY - Washington,https://courses.cs.washington.edu/courses/csep590/06wi/finalprojects/anandam_slides.pdf
[PDF] Report on Lightweight Cryptography,https://nvlpubs.nist.gov/nistpubs/ir/2017/NIST.IR.8114.pdf
[PDF] National Information Assurance Policy for Space Systems Used to ...,https://www.hsdl.org/%3Fview%26did%3D726945
[PDF] CIA Kryptos Sculpture,https://media.defense.gov/2021/Jul/12/2002760459/-1/-1/0/DOC_1.PDF
Security in reconfigurability - Nature,https://www.nature.com/articles/s41928-018-0049-5.pdf%3Forigin%3Dppub
[PDF] Performance Analysis of Elliptic Curve Cryptography on ... - CiteSeerX,https://citeseerx.ist.psu.edu/viewdoc/download%3Fdoi%3D10.1.1.149.1036%26rep%3Drep1%26type%3Dpdf
[PDF] Side-channel Attacks and Countermeasures for Post-Quantum ...,https://people-ece.vse.gmu.edu/coursewebpages/ECE/ECE646/F20/project/F18_presentations/Session_I/Session_I_Report_3.pdf
[PDF] ECJC0506.CHP,http://msn.iecs.fcu.edu.tw/report/data/ori_paper/2002-10-23/fulltext.pdf
"[PDF] CRYPTOGRAPHIES LACANIENNES Inédit. Jacques Lacan, Écrits ...",http://www.gnipl.fr/pdf_bogues3/06%25202007%2520CRYPTO.pdf
[PDF] Improvement of the CurveCP Cryptography for Enhancing the ...,https://jcsce.vnu.edu.vn/index.php/jcsce/article/view/282/127
Parallel RSA encryption based on tree architecture,https://www.tandfonline.com/doi/pdf/10.1080/02533839.2012.737113
[PDF] Extension Field for Xate Pairing with Freeman Curve - CORE,https://core.ac.uk/download/pdf/12530133.pdf
Improvements over GGH Using Commutative and Non - IGI Global,http://www.igi-global.com/viewtitle.aspx%3FTitleId%3D112771
[PDF] Tadahiko Ito - CA/Browser Forum,https://cabforum.org/wp-content/uploads/18-quantum-Cryptography-KU.pdf
[PDF] A Practical Secret Key Generation Scheme Based on Wireless ...,https://unpaywall.org/10.1587%252Ftransinf.2019INI0001
